cw_id	cw	deprel	distance	head	id	lemma	path	pos	position	rep_path	same_sentence	side	steps	target_lemma	token_id	word
spot/noun/algemeen_dagblad_19990417_36/148/R13	zet/verb	ROOT	14	0	3	zet		verb	R13		False	R		spot	spot/noun/algemeen_dagblad_19990417_36/148	zet
spot/noun/algemeen_dagblad_19990417_36/148/R14	een/det	det	15	6	4	een		det	R14		False	R		spot	spot/noun/algemeen_dagblad_19990417_36/148	een
spot/noun/algemeen_dagblad_19990417_36/148/R2	water/noun	obj1	3	5	7	water	richt->[obj1:#T,pc:op->obj1:water]	noun	R2	richt->[obj1:#T,pc:op->obj1:Cw]	True	R	3	spot	spot/noun/algemeen_dagblad_19990417_36/148	water
spot/noun/algemeen_dagblad_19990417_36/148/R3	richt/verb	vc	4	2	8	richt	richt->obj1:#T	verb	R3	Cw->obj1:#T	True	R	1	spot	spot/noun/algemeen_dagblad_19990417_36/148	gericht
spot/noun/algemeen_dagblad_19990417_36/148/R4	en/vg	ROOT	5	0	9	en	en->cnj:word->vc:richt->obj1:#T	vg	R4	Cw->cnj:word->vc:richt->obj1:#T	True	R	3	spot	spot/noun/algemeen_dagblad_19990417_36/148	en
spot/noun/algemeen_dagblad_19990417_36/148/R5	kom/verb	cnj	6	9	10	kom	en->cnj:word->vc:richt->[obj1:#T,cnj:kom]	verb	R5	en->cnj:word->vc:richt->[obj1:#T,cnj:Cw]	True	R	4	spot	spot/noun/algemeen_dagblad_19990417_36/148	komen
spot/noun/algemeen_dagblad_19990417_36/148/R6	overal/adv	mod	7	10	11	overal	en->cnj:word->vc:richt->[obj1:#T,cnj:kom->mod:overal]	adv	R6	en->cnj:word->vc:richt->[obj1:#T,cnj:kom->mod:Cw]	True	R	5	spot	spot/noun/algemeen_dagblad_19990417_36/148	overal
spot/noun/algemeen_dagblad_19990417_36/148/R7	palmboom/noun	su	8	10	12	palmboom	en->cnj:word->vc:richt->[obj1:#T,cnj:kom->su:palmboom]	noun	R7	en->cnj:word->vc:richt->[obj1:#T,cnj:kom->su:Cw]	True	R	5	spot	spot/noun/algemeen_dagblad_19990417_36/148	palmbomen
spot/noun/algemeen_dagblad_19990417_36/148/R8	./punct	punct	9	12	13	.	en->cnj:word->vc:richt->[obj1:#T,cnj:kom->su:palmboom->punct:.]	punct	R8	en->cnj:word->vc:richt->[obj1:#T,cnj:kom->su:palmboom->punct:Cw]	True	R	6	spot	spot/noun/algemeen_dagblad_19990417_36/148	.
spot/noun/algemeen_dagblad_19990417_36/148/R9		</sentence>	10	</sentence>	</sentence>	</sentence>		</sentence>	R9		False	R		spot	spot/noun/algemeen_dagblad_19990417_36/148	</sentence>
spot/noun/algemeen_dagblad_19990417_36/148/target	spot/noun	obj1	0	8	4	spot	#T	noun	target	#T	True	target	0	spot	spot/noun/algemeen_dagblad_19990417_36/148	spots
spot/noun/algemeen_dagblad_19990503_60/76/L0	vol/prep	mod	1	23	25	vol	vol->obj1:en->cnj:#T	prep	L0	Cw->obj1:en->cnj:#T	True	L	2	spot	spot/noun/algemeen_dagblad_19990503_60/76	vol
spot/noun/algemeen_dagblad_19990503_60/76/L1	,/punct	punct	2	23	24	,	keel->mod:vol->obj1:en->[cnj:#T,punct:,]	punct	L1	keel->mod:vol->obj1:en->[cnj:#T,punct:Cw]	True	L	4	spot	spot/noun/algemeen_dagblad_19990503_60/76	,
spot/noun/algemeen_dagblad_19990503_60/76/L10	zo'n/det	det	11	18	15	zo'n	volg->pc:uit->obj1:keel->mod:vol->obj1:en->[cnj:#T,su:lach->det:zo'n]	det	L10	volg->pc:uit->obj1:keel->mod:vol->obj1:en->[cnj:#T,su:lach->det:Cw]	True	L	7	spot	spot/noun/algemeen_dagblad_19990503_60/76	zo'n
spot/noun/algemeen_dagblad_19990503_60/76/L11	er/adv	mod	12	13	14	er	volg->pc:uit->obj1:keel->mod:vol->obj1:en->[cnj:#T,mod:er]	adv	L11	volg->pc:uit->obj1:keel->mod:vol->obj1:en->[cnj:#T,mod:Cw]	True	L	6	spot	spot/noun/algemeen_dagblad_19990503_60/76	er
spot/noun/algemeen_dagblad_19990503_60/76/L12	volg/verb	nucl	13	1	13	volg	volg->pc:uit->obj1:keel->mod:vol->obj1:en->cnj:#T	verb	L12	Cw->pc:uit->obj1:keel->mod:vol->obj1:en->cnj:#T	True	L	5	spot	spot/noun/algemeen_dagblad_19990503_60/76	volgde
spot/noun/algemeen_dagblad_19990503_60/76/L13	dan/adv	mod	14	13	12	dan	volg->pc:uit->obj1:keel->mod:vol->obj1:en->[cnj:#T,mod:dan]	adv	L13	volg->pc:uit->obj1:keel->mod:vol->obj1:en->[cnj:#T,mod:Cw]	True	L	6	spot	spot/noun/algemeen_dagblad_19990503_60/76	dan
spot/noun/algemeen_dagblad_19990503_60/76/L14	,/punct	punct	15	10	11	,	als->nucl:volg->pc:uit->obj1:keel->mod:vol->obj1:en->[cnj:#T,body:noem->punct:,]	punct	L14	als->nucl:volg->pc:uit->obj1:keel->mod:vol->obj1:en->[cnj:#T,body:noem->punct:Cw]	True	L	8	spot	spot/noun/algemeen_dagblad_19990503_60/76	,
spot/noun/algemeen_dagblad_19990503_60/76/L15	noem/verb	body	16	1	10	noem	als->nucl:volg->pc:uit->obj1:keel->mod:vol->obj1:en->[cnj:#T,body:noem]	verb	L15	als->nucl:volg->pc:uit->obj1:keel->mod:vol->obj1:en->[cnj:#T,body:Cw]	True	L	7	spot	spot/noun/algemeen_dagblad_19990503_60/76	noemde
spot/noun/algemeen_dagblad_19990503_60/76/L2	keel/noun	obj1	3	21	23	keel	keel->mod:vol->obj1:en->cnj:#T	noun	L2	Cw->mod:vol->obj1:en->cnj:#T	True	L	3	spot	spot/noun/algemeen_dagblad_19990503_60/76	keel
spot/noun/algemeen_dagblad_19990503_60/76/L3	de/det	det	4	23	22	de	keel->mod:vol->obj1:en->[cnj:#T,det:de]	det	L3	keel->mod:vol->obj1:en->[cnj:#T,det:Cw]	True	L	4	spot	spot/noun/algemeen_dagblad_19990503_60/76	de
spot/noun/algemeen_dagblad_19990503_60/76/L4	uit/prep	pc	5	13	21	uit	uit->obj1:keel->mod:vol->obj1:en->cnj:#T	prep	L4	Cw->obj1:keel->mod:vol->obj1:en->cnj:#T	True	L	4	spot	spot/noun/algemeen_dagblad_19990503_60/76	uit
spot/noun/algemeen_dagblad_19990503_60/76/L5	diep/adj	mod	6	18	20	diep	volg->pc:uit->obj1:keel->mod:vol->obj1:en->[cnj:#T,su:lach->mod:diep]	adj	L5	volg->pc:uit->obj1:keel->mod:vol->obj1:en->[cnj:#T,su:lach->mod:Cw]	True	L	7	spot	spot/noun/algemeen_dagblad_19990503_60/76	diep
spot/noun/algemeen_dagblad_19990503_60/76/L6	,/punct	punct	7	18	19	,	volg->pc:uit->obj1:keel->mod:vol->obj1:en->[cnj:#T,su:lach->punct:,]	punct	L6	volg->pc:uit->obj1:keel->mod:vol->obj1:en->[cnj:#T,su:lach->punct:Cw]	True	L	7	spot	spot/noun/algemeen_dagblad_19990503_60/76	,
spot/noun/algemeen_dagblad_19990503_60/76/L7	lach/noun	su	8	13	18	lach	volg->pc:uit->obj1:keel->mod:vol->obj1:en->[cnj:#T,su:lach]	noun	L7	volg->pc:uit->obj1:keel->mod:vol->obj1:en->[cnj:#T,su:Cw]	True	L	6	spot	spot/noun/algemeen_dagblad_19990503_60/76	lach
spot/noun/algemeen_dagblad_19990503_60/76/L8	vet/adj	mod	9	18	17	vet	volg->pc:uit->obj1:keel->mod:vol->obj1:en->[cnj:#T,su:lach->mod:vet]	adj	L8	volg->pc:uit->obj1:keel->mod:vol->obj1:en->[cnj:#T,su:lach->mod:Cw]	True	L	7	spot	spot/noun/algemeen_dagblad_19990503_60/76	vette
spot/noun/algemeen_dagblad_19990503_60/76/L9	opzettelijk/adj	mod	10	17	16	opzettelijk	volg->pc:uit->obj1:keel->mod:vol->obj1:en->[cnj:#T,su:lach->mod:vet->mod:opzettelijk]	adj	L9	volg->pc:uit->obj1:keel->mod:vol->obj1:en->[cnj:#T,su:lach->mod:vet->mod:Cw]	True	L	8	spot	spot/noun/algemeen_dagblad_19990503_60/76	opzettelijk
spot/noun/algemeen_dagblad_19990503_60/76/R0	en/vg	obj1	1	25	27	en	en->cnj:#T	vg	R0	Cw->cnj:#T	True	R	1	spot	spot/noun/algemeen_dagblad_19990503_60/76	en
spot/noun/algemeen_dagblad_19990503_60/76/R1	hoon/noun	cnj	2	27	28	hoon	en->[cnj:#T,cnj:hoon]	noun	R1	en->[cnj:#T,cnj:Cw]	True	R	2	spot	spot/noun/algemeen_dagblad_19990503_60/76	hoon
spot/noun/algemeen_dagblad_19990503_60/76/R10	kunst_maker/noun	obj1	11	4	1	kunst_maker		noun	R10		False	R		spot	spot/noun/algemeen_dagblad_19990503_60/76	Kunstenmaker
spot/noun/algemeen_dagblad_19990503_60/76/R11	zal/verb	ROOT	12	0	2	zal		verb	R11		False	R		spot	spot/noun/algemeen_dagblad_19990503_60/76	zal
spot/noun/algemeen_dagblad_19990503_60/76/R12	je/pron	su	13	4	3	je		pron	R12		False	R		spot	spot/noun/algemeen_dagblad_19990503_60/76	je
spot/noun/algemeen_dagblad_19990503_60/76/R13	bedoel/verb	vc	14	2	4	bedoel		verb	R13		False	R		spot	spot/noun/algemeen_dagblad_19990503_60/76	bedoelen
spot/noun/algemeen_dagblad_19990503_60/76/R14	!/punct	punct	15	4	5	!		punct	R14		False	R		spot	spot/noun/algemeen_dagblad_19990503_60/76	!
spot/noun/algemeen_dagblad_19990503_60/76/R2	./punct	punct	3	28	29	.	en->[cnj:#T,cnj:hoon->punct:.]	punct	R2	en->[cnj:#T,cnj:hoon->punct:Cw]	True	R	3	spot	spot/noun/algemeen_dagblad_19990503_60/76	.
spot/noun/algemeen_dagblad_19990503_60/76/R3		</sentence>	4	</sentence>	</sentence>	</sentence>		</sentence>	R3		False	R		spot	spot/noun/algemeen_dagblad_19990503_60/76	</sentence>
spot/noun/algemeen_dagblad_19990503_60/76/R4		<sentence>	5	<sentence>	<sentence>	<sentence>		<sentence>	R4		False	R		spot	spot/noun/algemeen_dagblad_19990503_60/76	<sentence>
spot/noun/algemeen_dagblad_19990503_60/76/R5	"""/punct"	ROOT	6	0	1	""""		punct	R5		False	R		spot	spot/noun/algemeen_dagblad_19990503_60/76	""""
spot/noun/algemeen_dagblad_19990503_60/76/R6	kunstenaar/noun	ROOT	7	0	2	kunstenaar		noun	R6		False	R		spot	spot/noun/algemeen_dagblad_19990503_60/76	Kunstenaar
spot/noun/algemeen_dagblad_19990503_60/76/R7	?/punct	punct	8	2	3	?		punct	R7		False	R		spot	spot/noun/algemeen_dagblad_19990503_60/76	?
spot/noun/algemeen_dagblad_19990503_60/76/R8		</sentence>	9	</sentence>	</sentence>	</sentence>		</sentence>	R8		False	R		spot	spot/noun/algemeen_dagblad_19990503_60/76	</sentence>
spot/noun/algemeen_dagblad_19990503_60/76/R9		<sentence>	10	<sentence>	<sentence>	<sentence>		<sentence>	R9		False	R		spot	spot/noun/algemeen_dagblad_19990503_60/76	<sentence>
spot/noun/algemeen_dagblad_19990503_60/76/target	spot/noun	cnj	0	27	26	spot	#T	noun	target	#T	True	target	0	spot	spot/noun/algemeen_dagblad_19990503_60/76	spot
spot/noun/algemeen_dagblad_19990529_75/55/L0	van/prep	mod	1	8	9	van	van->obj1:#T	prep	L0	Cw->obj1:#T	True	L	1	spot	spot/noun/algemeen_dagblad_19990529_75/55	van
spot/noun/algemeen_dagblad_19990529_75/55/L1	eentje/pron	cnj	2	7	8	eentje	eentje->mod:van->obj1:#T	pron	L1	Cw->mod:van->obj1:#T	True	L	2	spot	spot/noun/algemeen_dagblad_19990529_75/55	eentje
spot/noun/algemeen_dagblad_19990529_75/55/L10		</sentence>	11	</sentence>	</sentence>	</sentence>		</sentence>	L10		False	L		spot	spot/noun/algemeen_dagblad_19990529_75/55	</sentence>
spot/noun/algemeen_dagblad_19990529_75/55/L11	./punct	punct	12	12	13	.		punct	L11		False	L		spot	spot/noun/algemeen_dagblad_19990529_75/55	.
spot/noun/algemeen_dagblad_19990529_75/55/L12	regering_Wijdenbosch/noun	obj1	13	10	12	regering_Wijdenbosch		noun	L12		False	L		spot	spot/noun/algemeen_dagblad_19990529_75/55	regering-Wijdenbosch
spot/noun/algemeen_dagblad_19990529_75/55/L13	de/det	det	14	12	11	de		det	L13		False	L		spot	spot/noun/algemeen_dagblad_19990529_75/55	de
spot/noun/algemeen_dagblad_19990529_75/55/L14	tegen/prep	mod	15	9	10	tegen		prep	L14		False	L		spot	spot/noun/algemeen_dagblad_19990529_75/55	tegen
spot/noun/algemeen_dagblad_19990529_75/55/L15	demonstratie/noun	obj1	16	6	9	demonstratie		noun	L15		False	L		spot	spot/noun/algemeen_dagblad_19990529_75/55	demonstraties
spot/noun/algemeen_dagblad_19990529_75/55/L2	maar/vg	predc	3	2	7	maar	maar->cnj:eentje->mod:van->obj1:#T	vg	L2	Cw->cnj:eentje->mod:van->obj1:#T	True	L	3	spot	spot/noun/algemeen_dagblad_19990529_75/55	maar
spot/noun/algemeen_dagblad_19990529_75/55/L3	,/punct	punct	4	5	6	,	maar->cnj:eentje->mod:van->[obj1:#T,cnj:lach->punct:,]	punct	L3	maar->cnj:eentje->mod:van->[obj1:#T,cnj:lach->punct:Cw]	True	L	5	spot	spot/noun/algemeen_dagblad_19990529_75/55	,
spot/noun/algemeen_dagblad_19990529_75/55/L4	lach/noun	cnj	5	7	5	lach	maar->cnj:eentje->mod:van->[obj1:#T,cnj:lach]	noun	L4	maar->cnj:eentje->mod:van->[obj1:#T,cnj:Cw]	True	L	4	spot	spot/noun/algemeen_dagblad_19990529_75/55	lach
spot/noun/algemeen_dagblad_19990529_75/55/L5	vreugdevol/adj	mod	6	5	4	vreugdevol	maar->cnj:eentje->mod:van->[obj1:#T,cnj:lach->mod:vreugdevol]	adj	L5	maar->cnj:eentje->mod:van->[obj1:#T,cnj:lach->mod:Cw]	True	L	5	spot	spot/noun/algemeen_dagblad_19990529_75/55	vreugdevolle
spot/noun/algemeen_dagblad_19990529_75/55/L6	geen/det	det	7	5	3	geen	maar->cnj:eentje->mod:van->[obj1:#T,cnj:lach->det:geen]	det	L6	maar->cnj:eentje->mod:van->[obj1:#T,cnj:lach->det:Cw]	True	L	5	spot	spot/noun/algemeen_dagblad_19990529_75/55	geen
spot/noun/algemeen_dagblad_19990529_75/55/L7	ben/verb	ROOT	8	0	2	ben	ben->predc:maar->cnj:eentje->mod:van->obj1:#T	verb	L7	Cw->predc:maar->cnj:eentje->mod:van->obj1:#T	True	L	4	spot	spot/noun/algemeen_dagblad_19990529_75/55	is
spot/noun/algemeen_dagblad_19990529_75/55/L8	het/det	su	9	2	1	het	ben->predc:maar->cnj:eentje->mod:van->[obj1:#T,su:het]	det	L8	ben->predc:maar->cnj:eentje->mod:van->[obj1:#T,su:Cw]	True	L	5	spot	spot/noun/algemeen_dagblad_19990529_75/55	Het
spot/noun/algemeen_dagblad_19990529_75/55/L9		<sentence>	10	<sentence>	<sentence>	<sentence>		<sentence>	L9		False	L		spot	spot/noun/algemeen_dagblad_19990529_75/55	<sentence>
spot/noun/algemeen_dagblad_19990529_75/55/R0	./punct	punct	1	10	11	.	#T->punct:.	punct	R0	#T->punct:Cw	True	R	1	spot	spot/noun/algemeen_dagblad_19990529_75/55	.
spot/noun/algemeen_dagblad_19990529_75/55/R1		</sentence>	2	</sentence>	</sentence>	</sentence>		</sentence>	R1		False	R		spot	spot/noun/algemeen_dagblad_19990529_75/55	</sentence>
spot/noun/algemeen_dagblad_19990529_75/55/R10	`/punct	punct	11	7	8	`		punct	R10		False	R		spot	spot/noun/algemeen_dagblad_19990529_75/55	`
spot/noun/algemeen_dagblad_19990529_75/55/R11	Bosje/name	app	12	6	9	Bosje		name	R11		False	R		spot	spot/noun/algemeen_dagblad_19990529_75/55	Bosje
spot/noun/algemeen_dagblad_19990529_75/55/R12	'/punct	punct	13	9	10	'		punct	R12		False	R		spot	spot/noun/algemeen_dagblad_19990529_75/55	'
spot/noun/algemeen_dagblad_19990529_75/55/R13	relativeer/verb	nucl	14	1	11	relativeer		verb	R13		False	R		spot	spot/noun/algemeen_dagblad_19990529_75/55	relativeert
spot/noun/algemeen_dagblad_19990529_75/55/R14	hun/det	det	15	13	12	hun		det	R14		False	R		spot	spot/noun/algemeen_dagblad_19990529_75/55	hun
spot/noun/algemeen_dagblad_19990529_75/55/R2		<sentence>	3	<sentence>	<sentence>	<sentence>		<sentence>	R2		False	R		spot	spot/noun/algemeen_dagblad_19990529_75/55	<sentence>
spot/noun/algemeen_dagblad_19990529_75/55/R3	want/comp	ROOT	4	0	1	want		comp	R3		False	R		spot	spot/noun/algemeen_dagblad_19990529_75/55	Want
spot/noun/algemeen_dagblad_19990529_75/55/R4	de/fixed	svp	5	4	2	de		fixed	R4		False	R		spot	spot/noun/algemeen_dagblad_19990529_75/55	de
spot/noun/algemeen_dagblad_19990529_75/55/R5	draak/fixed	mwp	6	2	3	draak		fixed	R5		False	R		spot	spot/noun/algemeen_dagblad_19990529_75/55	draak
spot/noun/algemeen_dagblad_19990529_75/55/R6	steek/verb	su	7	11	4	steek		verb	R6		False	R		spot	spot/noun/algemeen_dagblad_19990529_75/55	steken
spot/noun/algemeen_dagblad_19990529_75/55/R7	met/prep	pc	8	4	5	met		prep	R7		False	R		spot	spot/noun/algemeen_dagblad_19990529_75/55	met
spot/noun/algemeen_dagblad_19990529_75/55/R8	president/noun	obj1	9	5	6	president		noun	R8		False	R		spot	spot/noun/algemeen_dagblad_19990529_75/55	president
spot/noun/algemeen_dagblad_19990529_75/55/R9	Jules/name	app	10	6	7	Jules		name	R9		False	R		spot	spot/noun/algemeen_dagblad_19990529_75/55	Jules
spot/noun/algemeen_dagblad_19990529_75/55/target	spot/noun	obj1	0	9	10	spot	#T	noun	target	#T	True	target	0	spot	spot/noun/algemeen_dagblad_19990529_75/55	spot
spot/noun/algemeen_dagblad_19990612_185/275/L0	ander/adj	mod	1	5	4	ander	#T->mod:ander	adj	L0	#T->mod:Cw	True	L	1	spot	spot/noun/algemeen_dagblad_19990612_185/275	andere
spot/noun/algemeen_dagblad_19990612_185/275/L1	alle/det	det	2	5	3	alle	#T->det:alle	det	L1	#T->det:Cw	True	L	1	spot	spot/noun/algemeen_dagblad_19990612_185/275	alle
spot/noun/algemeen_dagblad_19990612_185/275/L10	op/prep	pc	11	17	18	op		prep	L10		False	L		spot	spot/noun/algemeen_dagblad_19990612_185/275	op
spot/noun/algemeen_dagblad_19990612_185/275/L11	wacht/verb	vc	12	14	17	wacht		verb	L11		False	L		spot	spot/noun/algemeen_dagblad_19990612_185/275	wachten
spot/noun/algemeen_dagblad_19990612_185/275/L12	lang/adj	mod	13	17	16	lang		adj	L12		False	L		spot	spot/noun/algemeen_dagblad_19990612_185/275	lang
spot/noun/algemeen_dagblad_19990612_185/275/L13	het/det	su	14	17	15	het		det	L13		False	L		spot	spot/noun/algemeen_dagblad_19990612_185/275	het
spot/noun/algemeen_dagblad_19990612_185/275/L14	ben/verb	dp	15	5	14	ben		verb	L14		False	L		spot	spot/noun/algemeen_dagblad_19990612_185/275	is
spot/noun/algemeen_dagblad_19990612_185/275/L15	UV/name	obj1	16	12	13	UV		name	L15		False	L		spot	spot/noun/algemeen_dagblad_19990612_185/275	UV
spot/noun/algemeen_dagblad_19990612_185/275/L2	als/comp	mod	3	11	2	als	als->body:ben_uit->su:en->cnj:#T	comp	L2	Cw->body:ben_uit->su:en->cnj:#T	True	L	3	spot	spot/noun/algemeen_dagblad_19990612_185/275	als
spot/noun/algemeen_dagblad_19990612_185/275/L3	zelfs/adv	mod	4	2	1	zelfs	als->body:ben_uit->su:en->[cnj:#T,mod:zelfs]	adv	L3	als->body:ben_uit->su:en->[cnj:#T,mod:Cw]	True	L	4	spot	spot/noun/algemeen_dagblad_19990612_185/275	Zelfs
spot/noun/algemeen_dagblad_19990612_185/275/L4		<sentence>	5	<sentence>	<sentence>	<sentence>		<sentence>	L4		False	L		spot	spot/noun/algemeen_dagblad_19990612_185/275	<sentence>
spot/noun/algemeen_dagblad_19990612_185/275/L5		</sentence>	6	</sentence>	</sentence>	</sentence>		</sentence>	L5		False	L		spot	spot/noun/algemeen_dagblad_19990612_185/275	</sentence>
spot/noun/algemeen_dagblad_19990612_185/275/L6	./punct	punct	7	21	22	.		punct	L6		False	L		spot	spot/noun/algemeen_dagblad_19990612_185/275	.
spot/noun/algemeen_dagblad_19990612_185/275/L7	tint/noun	obj1	8	18	21	tint		noun	L7		False	L		spot	spot/noun/algemeen_dagblad_19990612_185/275	tint
spot/noun/algemeen_dagblad_19990612_185/275/L8	bruin/adj	mod	9	21	20	bruin		adj	L8		False	L		spot	spot/noun/algemeen_dagblad_19990612_185/275	bruine
spot/noun/algemeen_dagblad_19990612_185/275/L9	een/det	det	10	21	19	een		det	L9		False	L		spot	spot/noun/algemeen_dagblad_19990612_185/275	een
spot/noun/algemeen_dagblad_19990612_185/275/R0	en/vg	su	1	9	6	en	en->cnj:#T	vg	R0	Cw->cnj:#T	True	R	1	spot	spot/noun/algemeen_dagblad_19990612_185/275	en
spot/noun/algemeen_dagblad_19990612_185/275/R1	stroboscopen/noun	cnj	2	6	7	stroboscopen	en->[cnj:#T,cnj:stroboscopen]	noun	R1	en->[cnj:#T,cnj:Cw]	True	R	2	spot	spot/noun/algemeen_dagblad_19990612_185/275	stroboscopen
spot/noun/algemeen_dagblad_19990612_185/275/R10	een/det	det	11	18	16	een	heb->mod:als->body:ben_uit->su:en->[cnj:#T,obj1:werking->det:een]	det	R10	heb->mod:als->body:ben_uit->su:en->[cnj:#T,obj1:werking->det:Cw]	True	R	6	spot	spot/noun/algemeen_dagblad_19990612_185/275	een
spot/noun/algemeen_dagblad_19990612_185/275/R11	verlicht/adj	mod	12	18	17	verlicht	heb->mod:als->body:ben_uit->su:en->[cnj:#T,obj1:werking->mod:verlicht]	adj	R11	heb->mod:als->body:ben_uit->su:en->[cnj:#T,obj1:werking->mod:Cw]	True	R	6	spot	spot/noun/algemeen_dagblad_19990612_185/275	verlichtende
spot/noun/algemeen_dagblad_19990612_185/275/R12	werking/noun	obj1	13	11	18	werking	heb->mod:als->body:ben_uit->su:en->[cnj:#T,obj1:werking]	noun	R12	heb->mod:als->body:ben_uit->su:en->[cnj:#T,obj1:Cw]	True	R	5	spot	spot/noun/algemeen_dagblad_19990612_185/275	werking
spot/noun/algemeen_dagblad_19990612_185/275/R13	op/prep	mod	14	18	19	op	heb->mod:als->body:ben_uit->su:en->[cnj:#T,obj1:werking->mod:op]	prep	R13	heb->mod:als->body:ben_uit->su:en->[cnj:#T,obj1:werking->mod:Cw]	True	R	6	spot	spot/noun/algemeen_dagblad_19990612_185/275	op
spot/noun/algemeen_dagblad_19990612_185/275/R14	de/det	det	15	21	20	de	heb->mod:als->body:ben_uit->su:en->[cnj:#T,obj1:werking->mod:op->obj1:discotheek_bezoeker->det:de]	det	R14	heb->mod:als->body:ben_uit->su:en->[cnj:#T,obj1:werking->mod:op->obj1:discotheek_bezoeker->det:Cw]	True	R	8	spot	spot/noun/algemeen_dagblad_19990612_185/275	de
spot/noun/algemeen_dagblad_19990612_185/275/R2	uit/part	svp	3	9	8	uit	ben_uit->su:en->[cnj:#T,svp:uit]	part	R2	ben_uit->su:en->[cnj:#T,svp:Cw]	True	R	3	spot	spot/noun/algemeen_dagblad_19990612_185/275	uit
