cw_id	cw	deprel	distance	head	id	lemma	path	pos	position	rep_path	same_sentence	side	steps	target_lemma	token_id	word
geldig/adj/algemeen_dagblad_19990426_41/547/L4	NAVO_partner/noun	su	5	16	15	NAVO_partner	wil->obj1:principe_besluit->[mod:#T,su:NAVO_partner]	noun	L4	wil->obj1:principe_besluit->[mod:#T,su:Cw]	True	L	3	geldig	geldig/adj/algemeen_dagblad_19990426_41/547	NAVO-partners
geldig/adj/algemeen_dagblad_19990426_41/547/L5	ander/adj	mod	6	15	14	ander	wil->obj1:principe_besluit->[mod:#T,su:NAVO_partner->mod:ander]	adj	L5	wil->obj1:principe_besluit->[mod:#T,su:NAVO_partner->mod:Cw]	True	L	4	geldig	geldig/adj/algemeen_dagblad_19990426_41/547	andere
geldig/adj/algemeen_dagblad_19990426_41/547/L6	de/det	det	7	15	13	de	wil->obj1:principe_besluit->[mod:#T,su:NAVO_partner->det:de]	det	L6	wil->obj1:principe_besluit->[mod:#T,su:NAVO_partner->det:Cw]	True	L	4	geldig	geldig/adj/algemeen_dagblad_19990426_41/547	de
geldig/adj/algemeen_dagblad_19990426_41/547/L7	;/punct	punct	8	11	12	;	wil->dp:wil->obj1:principe_besluit->[mod:#T,vc:bezie->vc:of->body:stel->punct:;]	punct	L7	wil->dp:wil->obj1:principe_besluit->[mod:#T,vc:bezie->vc:of->body:stel->punct:Cw]	True	L	7	geldig	geldig/adj/algemeen_dagblad_19990426_41/547	;
geldig/adj/algemeen_dagblad_19990426_41/547/L8	stel/verb	body	9	7	11	stel	wil->dp:wil->obj1:principe_besluit->[mod:#T,vc:bezie->vc:of->body:stel]	verb	L8	wil->dp:wil->obj1:principe_besluit->[mod:#T,vc:bezie->vc:of->body:Cw]	True	L	6	geldig	geldig/adj/algemeen_dagblad_19990426_41/547	stelt
geldig/adj/algemeen_dagblad_19990426_41/547/L9	beschikbaar/fixed	svp	10	11	10	beschikbaar	wil->dp:wil->obj1:principe_besluit->[mod:#T,vc:bezie->vc:of->body:stel->svp:beschikbaar]	fixed	L9	wil->dp:wil->obj1:principe_besluit->[mod:#T,vc:bezie->vc:of->body:stel->svp:Cw]	True	L	7	geldig	geldig/adj/algemeen_dagblad_19990426_41/547	beschikbaar
geldig/adj/algemeen_dagblad_19990426_41/547/R0	principe_besluit/noun	obj1	1	16	21	principe_besluit	principe_besluit->mod:#T	noun	R0	Cw->mod:#T	True	R	1	geldig	geldig/adj/algemeen_dagblad_19990426_41/547	principebesluit
geldig/adj/algemeen_dagblad_19990426_41/547/R1	./punct	punct	2	21	22	.	principe_besluit->[mod:#T,punct:.]	punct	R1	principe_besluit->[mod:#T,punct:Cw]	True	R	2	geldig	geldig/adj/algemeen_dagblad_19990426_41/547	.
geldig/adj/algemeen_dagblad_19990426_41/547/R10	in/prep	mod	11	10	7	in		prep	R10		False	R		geldig	geldig/adj/algemeen_dagblad_19990426_41/547	in
geldig/adj/algemeen_dagblad_19990426_41/547/R11	december/noun	obj1	12	7	8	december		noun	R11		False	R		geldig	geldig/adj/algemeen_dagblad_19990426_41/547	december
geldig/adj/algemeen_dagblad_19990426_41/547/R12	opnieuw/adv	mod	13	10	9	opnieuw		adv	R12		False	R		geldig	geldig/adj/algemeen_dagblad_19990426_41/547	opnieuw
geldig/adj/algemeen_dagblad_19990426_41/547/R13	probeer/verb	vc	14	6	10	probeer		verb	R13		False	R		geldig	geldig/adj/algemeen_dagblad_19990426_41/547	proberen
geldig/adj/algemeen_dagblad_19990426_41/547/R14	deze/det	det	15	12	11	deze		det	R14		False	R		geldig	geldig/adj/algemeen_dagblad_19990426_41/547	deze
geldig/adj/algemeen_dagblad_19990426_41/547/R2		</sentence>	3	</sentence>	</sentence>	</sentence>		</sentence>	R2		False	R		geldig	geldig/adj/algemeen_dagblad_19990426_41/547	</sentence>
geldig/adj/algemeen_dagblad_19990426_41/547/R3		<sentence>	4	<sentence>	<sentence>	<sentence>		<sentence>	R3		False	R		geldig	geldig/adj/algemeen_dagblad_19990426_41/547	<sentence>
geldig/adj/algemeen_dagblad_19990426_41/547/R4	de/det	det	5	2	1	de		det	R4		False	R		geldig	geldig/adj/algemeen_dagblad_19990426_41/547	De
geldig/adj/algemeen_dagblad_19990426_41/547/R5	NAVO_minister/noun	su	6	6	2	NAVO_minister		noun	R5		False	R		geldig	geldig/adj/algemeen_dagblad_19990426_41/547	NAVO-ministers
geldig/adj/algemeen_dagblad_19990426_41/547/R6	van/prep	mod	7	2	3	van		prep	R6		False	R		geldig	geldig/adj/algemeen_dagblad_19990426_41/547	van
geldig/adj/algemeen_dagblad_19990426_41/547/R7	Buitenlandse/name	obj1	8	3	4	Buitenlandse		name	R7		False	R		geldig	geldig/adj/algemeen_dagblad_19990426_41/547	Buitenlandse
geldig/adj/algemeen_dagblad_19990426_41/547/R8	Zaken/name	mwp	9	4	5	Zaken		name	R8		False	R		geldig	geldig/adj/algemeen_dagblad_19990426_41/547	Zaken
geldig/adj/algemeen_dagblad_19990426_41/547/R9	zal/verb	ROOT	10	0	6	zal		verb	R9		False	R		geldig	geldig/adj/algemeen_dagblad_19990426_41/547	zullen
geldig/adj/algemeen_dagblad_19990426_41/547/target	geldig/adj	mod	0	21	20	geldig	#T	adj	target	#T	True	target	0	geldig	geldig/adj/algemeen_dagblad_19990426_41/547	geldig
geldig/adj/algemeen_dagblad_19990708_56/944/L0	met/prep	mod	1	42	43	met	met->obj1:rede->mod:#T	prep	L0	Cw->obj1:rede->mod:#T	True	L	2	geldig	geldig/adj/algemeen_dagblad_19990708_56/944	met
geldig/adj/algemeen_dagblad_19990708_56/944/L1	vijandigheid/noun	mod	2	35	42	vijandigheid	vijandigheid->mod:met->obj1:rede->mod:#T	noun	L1	Cw->mod:met->obj1:rede->mod:#T	True	L	3	geldig	geldig/adj/algemeen_dagblad_19990708_56/944	vijandigheid
geldig/adj/algemeen_dagblad_19990708_56/944/L10	en/vg	obj1	11	22	33	en	en->cnj:of->cnj:mishandeling->mod:vijandigheid->mod:met->obj1:rede->mod:#T	vg	L10	Cw->cnj:of->cnj:mishandeling->mod:vijandigheid->mod:met->obj1:rede->mod:#T	True	L	6	geldig	geldig/adj/algemeen_dagblad_19990708_56/944	en
geldig/adj/algemeen_dagblad_19990708_56/944/L11	)/punct	punct	12	31	32	)	en->cnj:of->cnj:mishandeling->mod:vijandigheid->mod:van->obj1:kind->mod:zonder->obj1:rede->punct:)->mod:met->obj1:rede->punct:)->[mod:#T,cnj:PAS->mod:vijandigheid->mod:van->obj1:kind->mod:zonder->obj1:rede->punct:)]	punct	L11	en->cnj:of->cnj:mishandeling->mod:vijandigheid->mod:van->obj1:kind->mod:zonder->obj1:rede->punct:Cw->mod:met->obj1:rede->punct:Cw->[mod:#T,cnj:PAS->mod:vijandigheid->mod:van->obj1:kind->mod:zonder->obj1:rede->punct:Cw]	True	L	13	geldig	geldig/adj/algemeen_dagblad_19990708_56/944	)
geldig/adj/algemeen_dagblad_19990708_56/944/L12	rede/noun	obj1	13	29	31	rede	en->cnj:of->cnj:mishandeling->mod:vijandigheid->mod:van->obj1:kind->mod:zonder->obj1:rede->mod:met->obj1:rede->[mod:#T,cnj:PAS->mod:vijandigheid->mod:van->obj1:kind->mod:zonder->obj1:rede]	noun	L12	en->cnj:of->cnj:mishandeling->mod:vijandigheid->mod:van->obj1:kind->mod:zonder->obj1:Cw->mod:met->obj1:rede->[mod:#T,cnj:PAS->mod:vijandigheid->mod:van->obj1:kind->mod:zonder->obj1:Cw]	True	L	12	geldig	geldig/adj/algemeen_dagblad_19990708_56/944	reden
geldig/adj/algemeen_dagblad_19990708_56/944/L13	geldig/adj	mod	14	31	30	geldig	en->cnj:of->cnj:mishandeling->mod:vijandigheid->mod:van->obj1:kind->mod:zonder->obj1:rede->mod:geldig->mod:met->obj1:rede->mod:geldig->[mod:#T,cnj:PAS->mod:vijandigheid->mod:van->obj1:kind->mod:zonder->obj1:rede->mod:geldig]	adj	L13	en->cnj:of->cnj:mishandeling->mod:vijandigheid->mod:van->obj1:kind->mod:zonder->obj1:rede->mod:Cw->mod:met->obj1:rede->mod:Cw->[mod:#T,cnj:PAS->mod:vijandigheid->mod:van->obj1:kind->mod:zonder->obj1:rede->mod:Cw]	True	L	13	geldig	geldig/adj/algemeen_dagblad_19990708_56/944	geldige
geldig/adj/algemeen_dagblad_19990708_56/944/L14	zonder/prep	mod	15	28	29	zonder	en->cnj:of->cnj:mishandeling->mod:vijandigheid->mod:van->obj1:kind->mod:zonder->mod:met->obj1:rede->[mod:#T,cnj:PAS->mod:vijandigheid->mod:van->obj1:kind->mod:zonder]	prep	L14	en->cnj:of->cnj:mishandeling->mod:vijandigheid->mod:van->obj1:kind->mod:Cw->mod:met->obj1:rede->[mod:#T,cnj:PAS->mod:vijandigheid->mod:van->obj1:kind->mod:Cw]	True	L	11	geldig	geldig/adj/algemeen_dagblad_19990708_56/944	zonder
geldig/adj/algemeen_dagblad_19990708_56/944/L15	kind/noun	obj1	16	26	28	kind	en->cnj:of->cnj:mishandeling->mod:vijandigheid->mod:van->obj1:kind->mod:met->obj1:rede->[mod:#T,cnj:PAS->mod:vijandigheid->mod:van->obj1:kind]	noun	L15	en->cnj:of->cnj:mishandeling->mod:vijandigheid->mod:van->obj1:Cw->mod:met->obj1:rede->[mod:#T,cnj:PAS->mod:vijandigheid->mod:van->obj1:Cw]	True	L	10	geldig	geldig/adj/algemeen_dagblad_19990708_56/944	kind
geldig/adj/algemeen_dagblad_19990708_56/944/L2	(/punct	punct	3	40	41	(	of->cnj:mishandeling->mod:vijandigheid->mod:met->obj1:rede->[mod:#T,cnj:verwaarlozing->mod:van->obj1:kind->punct:(]	punct	L2	of->cnj:mishandeling->mod:vijandigheid->mod:met->obj1:rede->[mod:#T,cnj:verwaarlozing->mod:van->obj1:kind->punct:Cw]	True	L	9	geldig	geldig/adj/algemeen_dagblad_19990708_56/944	(
geldig/adj/algemeen_dagblad_19990708_56/944/L3	kind/noun	obj1	4	38	40	kind	of->cnj:mishandeling->mod:vijandigheid->mod:met->obj1:rede->[mod:#T,cnj:verwaarlozing->mod:van->obj1:kind]	noun	L3	of->cnj:mishandeling->mod:vijandigheid->mod:met->obj1:rede->[mod:#T,cnj:verwaarlozing->mod:van->obj1:Cw]	True	L	8	geldig	geldig/adj/algemeen_dagblad_19990708_56/944	kind
geldig/adj/algemeen_dagblad_19990708_56/944/L4	een/det	det	5	40	39	een	of->cnj:mishandeling->mod:vijandigheid->mod:met->obj1:rede->[mod:#T,cnj:verwaarlozing->mod:van->obj1:kind->det:een]	det	L4	of->cnj:mishandeling->mod:vijandigheid->mod:met->obj1:rede->[mod:#T,cnj:verwaarlozing->mod:van->obj1:kind->det:Cw]	True	L	9	geldig	geldig/adj/algemeen_dagblad_19990708_56/944	een
geldig/adj/algemeen_dagblad_19990708_56/944/L5	van/prep	mod	6	37	38	van	of->cnj:mishandeling->mod:vijandigheid->mod:met->obj1:rede->[mod:#T,cnj:verwaarlozing->mod:van]	prep	L5	of->cnj:mishandeling->mod:vijandigheid->mod:met->obj1:rede->[mod:#T,cnj:verwaarlozing->mod:Cw]	True	L	7	geldig	geldig/adj/algemeen_dagblad_19990708_56/944	van
geldig/adj/algemeen_dagblad_19990708_56/944/L6	verwaarlozing/noun	cnj	7	36	37	verwaarlozing	of->cnj:mishandeling->mod:vijandigheid->mod:met->obj1:rede->[mod:#T,cnj:verwaarlozing]	noun	L6	of->cnj:mishandeling->mod:vijandigheid->mod:met->obj1:rede->[mod:#T,cnj:Cw]	True	L	6	geldig	geldig/adj/algemeen_dagblad_19990708_56/944	verwaarlozing
geldig/adj/algemeen_dagblad_19990708_56/944/L7	of/vg	cnj	8	33	36	of	of->cnj:mishandeling->mod:vijandigheid->mod:met->obj1:rede->mod:#T	vg	L7	Cw->cnj:mishandeling->mod:vijandigheid->mod:met->obj1:rede->mod:#T	True	L	5	geldig	geldig/adj/algemeen_dagblad_19990708_56/944	of
geldig/adj/algemeen_dagblad_19990708_56/944/L8	mishandeling/noun	cnj	9	36	35	mishandeling	mishandeling->mod:vijandigheid->mod:met->obj1:rede->mod:#T	noun	L8	Cw->mod:vijandigheid->mod:met->obj1:rede->mod:#T	True	L	4	geldig	geldig/adj/algemeen_dagblad_19990708_56/944	mishandeling
geldig/adj/algemeen_dagblad_19990708_56/944/L9	daadwerkelijk/adj	mod	10	35	34	daadwerkelijk	mishandeling->mod:vijandigheid->mod:met->obj1:rede->[mod:#T,mod:daadwerkelijk]	adj	L9	mishandeling->mod:vijandigheid->mod:met->obj1:rede->[mod:#T,mod:Cw]	True	L	5	geldig	geldig/adj/algemeen_dagblad_19990708_56/944	daadwerkelijke
geldig/adj/algemeen_dagblad_19990708_56/944/R0	rede/noun	obj1	1	43	45	rede	rede->mod:#T	noun	R0	Cw->mod:#T	True	R	1	geldig	geldig/adj/algemeen_dagblad_19990708_56/944	reden
geldig/adj/algemeen_dagblad_19990708_56/944/R1	)/punct	punct	2	45	46	)	rede->[mod:#T,punct:)]	punct	R1	rede->[mod:#T,punct:Cw]	True	R	2	geldig	geldig/adj/algemeen_dagblad_19990708_56/944	)
geldig/adj/algemeen_dagblad_19990708_56/944/R10	druk/noun	obj1	11	5	6	druk		noun	R10		False	R		geldig	geldig/adj/algemeen_dagblad_19990708_56/944	druk
geldig/adj/algemeen_dagblad_19990708_56/944/R11	zet/verb	su	12	9	7	zet		verb	R11		False	R		geldig	geldig/adj/algemeen_dagblad_19990708_56/944	zetten
geldig/adj/algemeen_dagblad_19990708_56/944/R12	,/punct	punct	13	7	8	,		punct	R12		False	R		geldig	geldig/adj/algemeen_dagblad_19990708_56/944	,
geldig/adj/algemeen_dagblad_19990708_56/944/R13	ben/verb	ROOT	14	0	9	ben		verb	R13		False	R		geldig	geldig/adj/algemeen_dagblad_19990708_56/944	is
geldig/adj/algemeen_dagblad_19990708_56/944/R14	wat/det	det	15	11	10	wat		det	R14		False	R		geldig	geldig/adj/algemeen_dagblad_19990708_56/944	wat
geldig/adj/algemeen_dagblad_19990708_56/944/R2	./punct	punct	3	45	47	.	rede->[mod:#T,punct:.]	punct	R2	rede->[mod:#T,punct:Cw]	True	R	2	geldig	geldig/adj/algemeen_dagblad_19990708_56/944	.
geldig/adj/algemeen_dagblad_19990708_56/944/R3		</sentence>	4	</sentence>	</sentence>	</sentence>		</sentence>	R3		False	R		geldig	geldig/adj/algemeen_dagblad_19990708_56/944	</sentence>
geldig/adj/algemeen_dagblad_19990708_56/944/R4		<sentence>	5	<sentence>	<sentence>	<sentence>		<sentence>	R4		False	R		geldig	geldig/adj/algemeen_dagblad_19990708_56/944	<sentence>
geldig/adj/algemeen_dagblad_19990708_56/944/R5	de/det	det	6	3	1	de		det	R5		False	R		geldig	geldig/adj/algemeen_dagblad_19990708_56/944	De
geldig/adj/algemeen_dagblad_19990708_56/944/R6	dwars/adj	mod	7	3	2	dwars		adj	R6		False	R		geldig	geldig/adj/algemeen_dagblad_19990708_56/944	dwarse
geldig/adj/algemeen_dagblad_19990708_56/944/R7	ouder/noun	obj1	8	7	3	ouder		noun	R7		False	R		geldig	geldig/adj/algemeen_dagblad_19990708_56/944	ouder
geldig/adj/algemeen_dagblad_19990708_56/944/R8	stevig/adj	mod	9	7	4	stevig		adj	R8		False	R		geldig	geldig/adj/algemeen_dagblad_19990708_56/944	stevig
geldig/adj/algemeen_dagblad_19990708_56/944/R9	onder/prep	predc	10	7	5	onder		prep	R9		False	R		geldig	geldig/adj/algemeen_dagblad_19990708_56/944	onder
geldig/adj/algemeen_dagblad_19990708_56/944/target	geldig/adj	mod	0	45	44	geldig	#T	adj	target	#T	True	target	0	geldig	geldig/adj/algemeen_dagblad_19990708_56/944	geldige
geldig/adj/algemeen_dagblad_19990721_103/289/L0	juridisch/adj	mod	1	11	10	juridisch	#T->mod:juridisch	adj	L0	#T->mod:Cw	True	L	1	geldig	geldig/adj/algemeen_dagblad_19990721_103/289	juridisch
geldig/adj/algemeen_dagblad_19990721_103/289/L1	een/det	det	2	12	9	een	status->[mod:#T,det:een]	det	L1	status->[mod:#T,det:Cw]	True	L	2	geldig	geldig/adj/algemeen_dagblad_19990721_103/289	een
geldig/adj/algemeen_dagblad_19990721_103/289/L10		<sentence>	11	<sentence>	<sentence>	<sentence>		<sentence>	L10		False	L		geldig	geldig/adj/algemeen_dagblad_19990721_103/289	<sentence>
geldig/adj/algemeen_dagblad_19990721_103/289/L11		</sentence>	12	</sentence>	</sentence>	</sentence>		</sentence>	L11		False	L		geldig	geldig/adj/algemeen_dagblad_19990721_103/289	</sentence>
geldig/adj/algemeen_dagblad_19990721_103/289/L12	./punct	punct	13	59	60	.		punct	L12		False	L		geldig	geldig/adj/algemeen_dagblad_19990721_103/289	.
geldig/adj/algemeen_dagblad_19990721_103/289/L13	verifieer/verb	body	14	58	59	verifieer		verb	L13		False	L		geldig	geldig/adj/algemeen_dagblad_19990721_103/289	verifiëren
geldig/adj/algemeen_dagblad_19990721_103/289/L14	te/comp	vc	15	51	58	te		comp	L14		False	L		geldig	geldig/adj/algemeen_dagblad_19990721_103/289	te
geldig/adj/algemeen_dagblad_19990721_103/289/L15	meer/adj	mod	16	59	57	meer		adj	L15		False	L		geldig	geldig/adj/algemeen_dagblad_19990721_103/289	meer
geldig/adj/algemeen_dagblad_19990721_103/289/L2	termijn/noun	obj1	3	6	8	termijn	kom->su:status->[mod:#T,mod:op->obj1:termijn]	noun	L2	kom->su:status->[mod:#T,mod:op->obj1:Cw]	True	L	4	geldig	geldig/adj/algemeen_dagblad_19990721_103/289	termijn
geldig/adj/algemeen_dagblad_19990721_103/289/L3	kort/adj	mod	4	8	7	kort	kom->su:status->[mod:#T,mod:op->obj1:termijn->mod:kort]	adj	L3	kom->su:status->[mod:#T,mod:op->obj1:termijn->mod:Cw]	True	L	5	geldig	geldig/adj/algemeen_dagblad_19990721_103/289	korte
geldig/adj/algemeen_dagblad_19990721_103/289/L4	op/prep	mod	5	16	6	op	kom->su:status->[mod:#T,mod:op]	prep	L4	kom->su:status->[mod:#T,mod:Cw]	True	L	3	geldig	geldig/adj/algemeen_dagblad_19990721_103/289	op
geldig/adj/algemeen_dagblad_19990721_103/289/L5	er/adv	mod	6	16	5	er	kom->su:status->[mod:#T,mod:er]	adv	L5	kom->su:status->[mod:#T,mod:Cw]	True	L	3	geldig	geldig/adj/algemeen_dagblad_19990721_103/289	er
geldig/adj/algemeen_dagblad_19990721_103/289/L6	dat/comp	vc	7	3	4	dat	dat->body:kom->su:status->mod:#T	comp	L6	Cw->body:kom->su:status->mod:#T	True	L	3	geldig	geldig/adj/algemeen_dagblad_19990721_103/289	dat
geldig/adj/algemeen_dagblad_19990721_103/289/L7	hoop/verb	nucl	8	1	3	hoop	hoop->vc:dat->body:kom->su:status->mod:#T	verb	L7	Cw->vc:dat->body:kom->su:status->mod:#T	True	L	4	geldig	geldig/adj/algemeen_dagblad_19990721_103/289	hoop
geldig/adj/algemeen_dagblad_19990721_103/289/L8	ik/pron	su	9	3	2	ik	hoop->vc:dat->body:kom->su:status->[mod:#T,su:ik]	pron	L8	hoop->vc:dat->body:kom->su:status->[mod:#T,su:Cw]	True	L	5	geldig	geldig/adj/algemeen_dagblad_19990721_103/289	ik
geldig/adj/algemeen_dagblad_19990721_103/289/L9	en/comp	ROOT	10	0	1	en	en->nucl:hoop->vc:dat->body:kom->su:status->mod:#T	comp	L9	Cw->nucl:hoop->vc:dat->body:kom->su:status->mod:#T	True	L	5	geldig	geldig/adj/algemeen_dagblad_19990721_103/289	En
geldig/adj/algemeen_dagblad_19990721_103/289/R0	status/noun	su	1	16	12	status	status->mod:#T	noun	R0	Cw->mod:#T	True	R	1	geldig	geldig/adj/algemeen_dagblad_19990721_103/289	status
geldig/adj/algemeen_dagblad_19990721_103/289/R1	voor/prep	mod	2	12	13	voor	status->[mod:#T,mod:voor]	prep	R1	status->[mod:#T,mod:Cw]	True	R	2	geldig	geldig/adj/algemeen_dagblad_19990721_103/289	voor
geldig/adj/algemeen_dagblad_19990721_103/289/R10	de/det	det	11	4	3	de		det	R10		False	R		geldig	geldig/adj/algemeen_dagblad_19990721_103/289	de
geldig/adj/algemeen_dagblad_19990721_103/289/R11	discussie/noun	su	12	5	4	discussie		noun	R11		False	R		geldig	geldig/adj/algemeen_dagblad_19990721_103/289	discussie
geldig/adj/algemeen_dagblad_19990721_103/289/R12	ga_door/verb	body	13	2	5	ga_door		verb	R12		False	R		geldig	geldig/adj/algemeen_dagblad_19990721_103/289	doorgaat
geldig/adj/algemeen_dagblad_19990721_103/289/R13	,/punct	punct	14	5	6	,		punct	R13		False	R		geldig	geldig/adj/algemeen_dagblad_19990721_103/289	,
geldig/adj/algemeen_dagblad_19990721_103/289/R14	desnoods/adv	mod	15	5	7	desnoods		adv	R14		False	R		geldig	geldig/adj/algemeen_dagblad_19990721_103/289	desnoods
geldig/adj/algemeen_dagblad_19990721_103/289/R2	mijn/det	det	3	15	14	mijn	status->[mod:#T,mod:voor->obj1:verklaring->det:mijn]	det	R2	status->[mod:#T,mod:voor->obj1:verklaring->det:Cw]	True	R	4	geldig	geldig/adj/algemeen_dagblad_19990721_103/289	mijn
geldig/adj/algemeen_dagblad_19990721_103/289/R3	verklaring/noun	obj1	4	13	15	verklaring	status->[mod:#T,mod:voor->obj1:verklaring]	noun	R3	status->[mod:#T,mod:voor->obj1:Cw]	True	R	3	geldig	geldig/adj/algemeen_dagblad_19990721_103/289	verklaring
geldig/adj/algemeen_dagblad_19990721_103/289/R4	kom/verb	body	5	4	16	kom	kom->su:status->mod:#T	verb	R4	Cw->su:status->mod:#T	True	R	2	geldig	geldig/adj/algemeen_dagblad_19990721_103/289	komt
geldig/adj/algemeen_dagblad_19990721_103/289/R5	./punct	punct	6	16	17	.	kom->su:status->[mod:#T,punct:.]	punct	R5	kom->su:status->[mod:#T,punct:Cw]	True	R	3	geldig	geldig/adj/algemeen_dagblad_19990721_103/289	.
geldig/adj/algemeen_dagblad_19990721_103/289/R6		</sentence>	7	</sentence>	</sentence>	</sentence>		</sentence>	R6		False	R		geldig	geldig/adj/algemeen_dagblad_19990721_103/289	</sentence>
geldig/adj/algemeen_dagblad_19990721_103/289/R7		<sentence>	8	<sentence>	<sentence>	<sentence>		<sentence>	R7		False	R		geldig	geldig/adj/algemeen_dagblad_19990721_103/289	<sentence>
geldig/adj/algemeen_dagblad_19990721_103/289/R8	en/comp	ROOT	9	0	1	en		comp	R8		False	R		geldig	geldig/adj/algemeen_dagblad_19990721_103/289	En
geldig/adj/algemeen_dagblad_19990721_103/289/R9	dat/comp	nucl	10	1	2	dat		comp	R9		False	R		geldig	geldig/adj/algemeen_dagblad_19990721_103/289	dat
geldig/adj/algemeen_dagblad_19990721_103/289/target	geldig/adj	mod	0	12	11	geldig	#T	adj	target	#T	True	target	0	geldig	geldig/adj/algemeen_dagblad_19990721_103/289	geldige
geldig/adj/algemeen_dagblad_19990821_147/1271/L0	geen/det	det	1	8	6	geen	argument->[mod:#T,det:geen]	det	L0	argument->[mod:#T,det:Cw]	True	L	2	geldig	geldig/adj/algemeen_dagblad_19990821_147/1271	geen
geldig/adj/algemeen_dagblad_19990821_147/1271/L1	Barcelona/name	obj1	2	4	5	Barcelona	word->predc:argument->[mod:#T,mod:in->obj1:Barcelona]	name	L1	word->predc:argument->[mod:#T,mod:in->obj1:Cw]	True	L	4	geldig	geldig/adj/algemeen_dagblad_19990821_147/1271	Barcelona
geldig/adj/algemeen_dagblad_19990821_147/1271/L10	loting/noun	obj1	11	4	6	loting		noun	L10		False	L		geldig	geldig/adj/algemeen_dagblad_19990821_147/1271	loting
geldig/adj/algemeen_dagblad_19990821_147/1271/L11	de/det	det	12	6	5	de		det	L11		False	L		geldig	geldig/adj/algemeen_dagblad_19990821_147/1271	de
geldig/adj/algemeen_dagblad_19990821_147/1271/L12	van/prep	pc	13	3	4	van		prep	L12		False	L		geldig	geldig/adj/algemeen_dagblad_19990821_147/1271	van
geldig/adj/algemeen_dagblad_19990821_147/1271/L13	hang_af/verb	vc	14	2	3	hang_af		verb	L13		False	L		geldig	geldig/adj/algemeen_dagblad_19990821_147/1271	afhangen
geldig/adj/algemeen_dagblad_19990821_147/1271/L14	zal/verb	ROOT	15	0	2	zal		verb	L14		False	L		geldig	geldig/adj/algemeen_dagblad_19990821_147/1271	zal
